player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Sindarius Thornwell,thornsi01,2021,RS,NOP,147,73,-4.008637523509091,1.60234233587264,-2.406295187636452,1.089338899758936,3.673511579682912,4.762850479441848,-3.220993798231121,2.165310234723705,-1.055683563507416,.0630419226721233,.0630419226721233,0,-2.031697323429666,-.7153106658764304,-2.747007989306097,-.0995314384334821
Matisse Thybulle,thybuma01,2021,RS,PHI,2010,936,-1.797381671674191,4.852692505347776,3.055310833673585,-1.142746428696762,4.197816688436673,3.055070259739912,-1.767360339259376,4.939510937901661,3.172150598642285,2.82725993691932,2.82725993691932,0,-1.853359839087766,5.391464321481287,3.538104482393521,-.0302170452433462
Killian Tillie,tilliki02,2021,RS,MEM,184,86,-3.83242253649334,.0010715844327837,-3.831350952060557,-5.796925805211175,6.905385363049836,1.108459557838661,-4.495081113279177,1.405346248602461,-3.089734864676716,-.0148784028326772,-.0148784028326772,0,-2.354878365951344,-.6700598263139381,-3.024938192265282,-.1910611586809781
Xavier Tillman,tillmxa01,2021,RS,MEM,1569,745,-1.328796438922688,-.0293528744511444,-1.358149313373832,1.848775726267785,.6026135099602694,2.451389236228055,-.7465972706931772,.0589798324303166,-.6876174382628606,.7798388895195658,.7798388895195658,0,-.6097849970072086,.3238071291857982,-.2859778678214103,-.5242276508719425
Obi Toppin,toppiob01,2021,RS,NYK,1030,506,-2.917545166743661,.5805956570194324,-2.336949509724228,-2.868383691655602,-2.429241984452786,-5.297625676108387,-3.065612216712457,-.0561852843521922,-3.121797501064649,-.0954722579380336,-.0954722579380336,0,-3.253119082079516,-1.594262465010807,-4.847381547090323,-.5379114150760124
Juan Toscano-Anderson,toscaju01,2021,RS,GSW,1326,609,-1.788349386848505,1.670221826796669,-.1181275600518361,-2.424073126298279,2.171224762408549,-.2528483638897301,-2.018029046596128,1.863907911993113,-.1541211346030142,.8067632102264968,.8067632102264968,0,-2.681790507856602,1.834163614936179,-.8476268929204225,.0241585469559364
Axel Toupane,toupaax01,2021,RS,MIL,134,61,-1.173639900547554,1.667686226063133,.4940463255155798,-6.734388126981711,7.233216657511036,.4988285305293259,-2.365601883732875,2.924058969125232,.5584570853923565,.1026525701889367,.1026525701889367,0,-.6682430979040462,.2520401268376808,-.4162029710663654,-.3077561826798035
Karl-Anthony Towns,townska01,2021,RS,MIN,2419,1143,2.79286204789965,-.2205641916275346,2.572297856272115,5.111582088743002,-1.088992306993955,4.022589781749047,3.561011772350262,-.3606507102613941,3.200361062088867,3.498373320710269,3.498373320710269,0,3.133677637773489,-.0140489362268938,3.119628701546596,.8253469218723987
Gary Trent Jr.,trentga02,2021,RS,POR,2620,1262,.2099424728442272,-2.448260611401015,-2.238318138556788,.4236942484425889,-1.712787264319633,-1.289093015877044,.208490130704297,-2.386729615711696,-2.178239485007399,.3661079681610018,.3661079681610018,0,.4440802344556977,-2.591413529619083,-2.147333295163385,-.5574574986883968
Gary Trent Jr.,trentga02,2021,RS,TOR,554,267,-1.750621503268445,-2.406959360223586,-4.157580863492031,-1.813720078529735,-5.435080479535265,-7.248800558065001,-1.863654724818688,-3.160096149931838,-5.023750874750527,-.3089019658439658,-.3089019658439658,0,-1.714585115694132,-2.764491365844635,-4.479076481538767,-.2725143700338601
